id_parents,id_etudiant,pere_vivant,nom_pere,prenom_pere,email_pere,niveau_instruction_pere,niveau_socioprofessionnel_pere,revenu_mensuel_pere_fcfa,mere_vivante,nom_mere,prenom_mere,email_mere,niveau_instruction_mere,niveau_socioprofessionnel_mere,revenu_mensuel_mere_fcfa,nb_enfants_famille,revenu_total_famille_fcfa,rang_dans_fratrie,famille_monoparentale,soutien_financier_famille
126,126,1,Vidal,Théodore,th.vida.p126@gmail.com,Master/Grande école,Employé secteur informel,85260,1,Vidal,Brigitte,br.vida.m126@gmail.com,Baccalauréat,Fonctionnaire,214128,2,299388,2,1,Partiel
127,127,1,Nyobe,Henri,he.nyob.p127@gmail.com,Baccalauréat,Employé secteur informel,42709,1,Petit,Victoire,vi.peti.m127@gmail.com,Primaire,Fonctionnaire,215121,3,257830,1,1,Total
128,128,1,Michel,Patrice,pa.mich.p128@gmail.com,Master/Grande école,Employé secteur informel,41208,1,Michel,Marie,ma.mich.m128@gmail.com,Licence,Cadre supérieur,799714,8,840922,5,1,Total
129,129,1,Moreau,Patrice,pa.more.p129@gmail.com,Primaire,Employé secteur informel,93216,1,Moreau,Martine,ma.more.m129@gmail.com,Baccalauréat,Cadre moyen,347246,3,440462,4,0,Partiel
130,130,1,Foko,Alphonse,al.foko.p130@gmail.com,Aucun,Agriculteur/Éleveur,25737,1,Foko,Jeanne,je.foko.m130@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,66819,3,92556,3,0,Total
131,131,1,Leroy,Félix,,Baccalauréat,Ouvrier/Artisan,84668,1,Feudjio,Christine,ch.feud.m131@gmail.com,Aucun,Cadre supérieur,490998,5,575666,2,1,Total
132,132,0,Okafor,Clément,cl.okaf.p132@gmail.com,Baccalauréat,Employé secteur informel,82390,1,Gomis,Cécile,cé.gomi.m132@gmail.com,BEPC/FSLC,Employé secteur informel,89263,3,171653,3,0,Partiel
133,133,0,Samba,Clément,cl.samb.p133@gmail.com,Baccalauréat,Fonctionnaire,165829,1,Tchamba,Marie,ma.tcha.m133@gmail.com,Baccalauréat,Ouvrier/Artisan,59941,6,225770,4,0,Partiel
134,134,1,Onana,Paul,pa.onan.p134@gmail.com,Baccalauréat,Fonctionnaire,163420,1,Onana,Angèle,an.onan.m134@gmail.com,BEPC/FSLC,Cadre moyen,287148,5,450568,4,1,Partiel
135,135,0,Diallo,Laurent,la.dial.p135@gmail.com,Primaire,Cadre supérieur,386508,1,Diallo,Brigitte,br.dial.m135@gmail.com,Master/Grande école,Fonctionnaire,177639,3,564147,4,0,Total
136,136,1,Diallo,Armand,ar.dial.p136@gmail.com,Master/Grande école,Fonctionnaire,141967,1,Penda,Marguerite,ma.pend.m136@gmail.com,Licence,Cadre moyen,199985,4,341952,3,0,Aucun
137,137,1,Richard,Etienne,et.rich.p137@gmail.com,Aucun,Agriculteur/Éleveur,33941,1,Moreau,Rose,ro.more.m137@gmail.com,Baccalauréat,Cadre moyen,213076,3,247017,3,0,Total
138,138,1,Lobe,Armand,ar.lobe.p138@gmail.com,Primaire,Employé secteur informel,50458,1,Issa,Thérèse,th.issa.m138@gmail.com,Primaire,Agriculteur/Éleveur,61967,6,112425,1,0,Partiel
139,139,1,Medjo,Albert,al.medj.p139@gmail.com,Baccalauréat,Cadre supérieur,524349,1,Mvondo,Adèle,ad.mvon.m139@gmail.com,BTS/DUT,Fonctionnaire,217531,4,741880,4,0,Partiel
140,140,1,Simon,Laurent,la.simo.p140@gmail.com,Primaire,Agriculteur/Éleveur,67802,1,Abomo,Cécile,cé.abom.m140@gmail.com,Primaire,Cadre moyen,265703,7,333505,2,0,Partiel
141,141,1,Zobel,André,an.zobe.p141@gmail.com,Licence,Cadre supérieur,747143,1,Zobel,Pauline,pa.zobe.m141@gmail.com,Licence,Fonctionnaire,134497,2,881640,2,0,Partiel
142,142,0,Gomis,Jean,je.gomi.p142@gmail.com,Baccalauréat,Fonctionnaire,181452,1,Umba,Suzanne,su.umba.m142@gmail.com,BEPC/FSLC,Employé secteur informel,86809,4,268261,2,0,Total
143,143,0,Moreau,Charles,ch.more.p143@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,61433,1,Michel,Madeleine,ma.mich.m143@gmail.com,Baccalauréat,Employé secteur informel,61876,9,123309,2,0,Partiel
144,144,1,Petit,Paul,pa.peti.p144@gmail.com,BTS/DUT,Cadre moyen,208107,1,Gomis,Hélène,hé.gomi.m144@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,41844,7,249951,1,1,Aucun
145,145,1,Feudjio,Marcel,ma.feud.p145@gmail.com,Licence,Cadre moyen,244505,0,Bernard,Yvette,yv.bern.m145@gmail.com,Baccalauréat,Cadre moyen,184246,4,428751,2,0,Aucun
146,146,1,Bello,Alphonse,al.bell.p146@gmail.com,Aucun,Employé secteur informel,49274,0,Toure,Pauline,pa.tour.m146@gmail.com,Licence,Ouvrier/Artisan,83430,8,132704,1,0,Aucun
147,147,1,Tchio,Armand,ar.tchi.p147@gmail.com,BTS/DUT,Cadre supérieur,391808,1,Dupont,Christine,ch.dupo.m147@gmail.com,Licence,Cadre moyen,395900,4,787708,3,0,Partiel
148,148,1,Yanga,Victor,vi.yang.p148@gmail.com,BEPC/FSLC,Ouvrier/Artisan,109797,1,Nyobe,Pauline,pa.nyob.m148@gmail.com,Baccalauréat,Agriculteur/Éleveur,69349,7,179146,1,0,Total
149,149,1,Tchio,Joseph,jo.tchi.p149@gmail.com,Aucun,Ouvrier/Artisan,65770,1,Lobe,Colette,co.lobe.m149@gmail.com,BEPC/FSLC,Ouvrier/Artisan,45461,5,111231,2,1,Partiel
150,150,1,Leroy,Emmanuel,em.lero.p150@gmail.com,Licence,Employé secteur informel,84896,1,Lefebvre,Suzanne,,Primaire,Cadre moyen,275831,8,360727,3,0,Total
151,151,1,Martin,André,an.mart.p151@gmail.com,BEPC/FSLC,Cadre moyen,265899,1,Bouchard,Rose,ro.bouc.m151@gmail.com,Primaire,Fonctionnaire,193549,3,459448,2,0,Total
152,152,1,Umba,Jean,je.umba.p152@gmail.com,BEPC/FSLC,Employé secteur informel,48031,1,Umba,Colette,,Licence,Fonctionnaire,165436,7,213467,2,0,Partiel
153,153,1,Tchio,Marcel,ma.tchi.p153@gmail.com,Master/Grande école,Chef d'entreprise,431227,1,Tchio,Pauline,,Baccalauréat,Agriculteur/Éleveur,38610,5,469837,5,0,Total
154,154,0,Michel,Clément,cl.mich.p154@gmail.com,BTS/DUT,Employé secteur informel,44156,1,Michel,Madeleine,ma.mich.m154@gmail.com,BEPC/FSLC,Cadre moyen,177818,3,221974,4,0,Aucun
155,155,1,Medjo,Jean,je.medj.p155@gmail.com,Baccalauréat,Agriculteur/Éleveur,72187,1,Lobe,Martine,ma.lobe.m155@gmail.com,BEPC/FSLC,Fonctionnaire,172508,6,244695,5,0,Total
156,156,1,Martin,Laurent,la.mart.p156@gmail.com,BEPC/FSLC,Fonctionnaire,94652,1,Martin,Colette,co.mart.m156@gmail.com,BTS/DUT,Ouvrier/Artisan,67355,7,162007,2,0,Total
157,157,1,Rodrigues,Paul,pa.rodr.p157@gmail.com,Aucun,Fonctionnaire,108977,1,Rodrigues,Marguerite,ma.rodr.m157@gmail.com,BEPC/FSLC,Fonctionnaire,99391,7,208368,2,0,Total
158,158,1,Okafor,Georges,ge.okaf.p158@gmail.com,Primaire,Cadre moyen,266547,1,Okafor,Christine,ch.okaf.m158@gmail.com,Primaire,Fonctionnaire,100757,5,367304,2,0,Partiel
159,159,0,Zobel,Georges,ge.zobe.p159@gmail.com,Master/Grande école,Fonctionnaire,133305,0,Zobel,Angèle,an.zobe.m159@gmail.com,Master/Grande école,Employé secteur informel,51150,5,184455,2,1,Total
160,160,1,Wamba,Alphonse,,Baccalauréat,Ouvrier/Artisan,60864,0,Wamba,Jeanne,je.wamb.m160@gmail.com,BEPC/FSLC,Sans emploi,22597,5,83461,4,0,Total
161,161,1,Thomas,Théodore,th.thom.p161@gmail.com,Master/Grande école,Cadre supérieur,407124,1,Thomas,Cécile,cé.thom.m161@gmail.com,Baccalauréat,Cadre supérieur,617943,4,1025067,4,0,Total
162,162,1,Gomis,Henri,he.gomi.p162@gmail.com,BTS/DUT,Cadre moyen,270151,1,Gomis,Madeleine,ma.gomi.m162@gmail.com,BEPC/FSLC,Ouvrier/Artisan,67592,9,337743,2,1,Total
163,163,1,Okafor,Emmanuel,em.okaf.p163@gmail.com,Baccalauréat,Ouvrier/Artisan,66904,1,Okafor,Marie,ma.okaf.m163@gmail.com,BEPC/FSLC,Employé secteur informel,93673,4,160577,4,0,Aucun
164,164,1,Haidara,Alphonse,al.haid.p164@gmail.com,Baccalauréat,Employé secteur informel,99779,1,Bernard,Adèle,ad.bern.m164@gmail.com,Primaire,Fonctionnaire,196199,3,295978,3,1,Aucun
165,165,1,Haidara,Roger,ro.haid.p165@gmail.com,BTS/DUT,Agriculteur/Éleveur,61067,1,Foko,Marie,ma.foko.m165@gmail.com,Licence,Sans emploi,20088,7,81155,1,0,Aucun
166,166,1,Feudjio,Victor,vi.feud.p166@gmail.com,Primaire,Employé secteur informel,39639,1,Zobel,Marie,ma.zobe.m166@gmail.com,Primaire,Ouvrier/Artisan,67072,4,106711,5,0,Partiel
167,167,1,Etoundi,Emmanuel,em.etou.p167@gmail.com,Licence,Fonctionnaire,139834,1,Etoundi,Cécile,cé.etou.m167@gmail.com,Baccalauréat,Cadre moyen,364649,4,504483,2,0,Partiel
168,168,1,Abomo,Théodore,,Aucun,Fonctionnaire,125942,1,Mbouck,Rosalie,ro.mbou.m168@gmail.com,Baccalauréat,Agriculteur/Éleveur,69662,5,195604,5,0,Total
169,169,1,Petit,Laurent,,Licence,Fonctionnaire,144157,1,Petit,Odette,od.peti.m169@gmail.com,BEPC/FSLC,Sans emploi,22969,4,167126,1,0,Partiel
170,170,1,Essama,Marcel,ma.essa.p170@gmail.com,Master/Grande école,Sans emploi,14753,1,Tchio,Colette,co.tchi.m170@gmail.com,Master/Grande école,Fonctionnaire,216845,7,231598,5,0,Total
171,171,1,Vidal,Laurent,la.vida.p171@gmail.com,Baccalauréat,Fonctionnaire,147179,1,Biyong,Yvette,yv.biyo.m171@gmail.com,Baccalauréat,Fonctionnaire,212066,3,359245,2,0,Total
172,172,1,Ndzana,Armand,,Master/Grande école,Chef d'entreprise,1140293,0,Ndzana,Madeleine,ma.ndza.m172@gmail.com,Baccalauréat,Cadre moyen,349815,7,1490108,5,1,Aucun
173,173,1,Simon,Victor,vi.simo.p173@gmail.com,BTS/DUT,Fonctionnaire,123647,1,Simon,Brigitte,br.simo.m173@gmail.com,Master/Grande école,Cadre moyen,377146,4,500793,4,0,Total
174,174,1,Etoundi,Charles,,Baccalauréat,Cadre supérieur,770160,1,Wamba,Blandine,bl.wamb.m174@gmail.com,Licence,Cadre moyen,295736,6,1065896,5,0,Partiel
175,175,0,Garcia,Roger,ro.garc.p175@gmail.com,BTS/DUT,Cadre supérieur,414436,1,Samba,Hélène,hé.samb.m175@gmail.com,BTS/DUT,Chef d'entreprise,1106274,5,1520710,1,0,Partiel
176,176,1,Nyobe,Gérard,gé.nyob.p176@gmail.com,Doctorat,Cadre supérieur,507066,1,Nyobe,Martine,ma.nyob.m176@gmail.com,Doctorat,Fonctionnaire,131618,4,638684,1,0,Total
177,177,1,Lefebvre,Emmanuel,em.lefe.p177@gmail.com,BEPC/FSLC,Fonctionnaire,94156,1,Lefebvre,Brigitte,br.lefe.m177@gmail.com,BEPC/FSLC,Employé secteur informel,46821,4,140977,5,0,Total
178,178,1,Michel,Hervé,he.mich.p178@gmail.com,Licence,Ouvrier/Artisan,84521,1,Michel,Suzanne,su.mich.m178@gmail.com,Primaire,Fonctionnaire,153957,4,238478,5,0,Total
179,179,1,Manga,Charles,ch.mang.p179@gmail.com,Master/Grande école,Cadre moyen,199546,1,Martin,Thérèse,th.mart.m179@gmail.com,Master/Grande école,Fonctionnaire,206033,3,405579,5,1,Total
180,180,1,Vidal,Pierre,pi.vida.p180@gmail.com,Master/Grande école,Chef d'entreprise,295549,1,Vidal,Pauline,pa.vida.m180@gmail.com,Doctorat,Cadre moyen,283112,2,578661,2,0,Partiel
181,181,0,Nguema,Hervé,he.ngue.p181@gmail.com,BEPC/FSLC,Employé secteur informel,38763,1,Nguema,Pauline,pa.ngue.m181@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,73088,6,111851,2,0,Total
182,182,1,Leroy,Patrice,pa.lero.p182@gmail.com,Master/Grande école,Employé secteur informel,64339,1,Leroy,Colette,co.lero.m182@gmail.com,BTS/DUT,Cadre supérieur,669608,7,733947,4,0,Partiel
183,183,1,Nguema,Marcel,ma.ngue.p183@gmail.com,Licence,Cadre moyen,299430,1,Nguema,Rosalie,,Master/Grande école,Ouvrier/Artisan,45980,2,345410,1,0,Partiel
184,184,1,Mbarga,Félix,fé.mbar.p184@gmail.com,Baccalauréat,Fonctionnaire,185560,1,Bello,Rosalie,ro.bell.m184@gmail.com,Licence,Cadre moyen,389923,3,575483,1,0,Aucun
185,185,0,Bello,Charles,ch.bell.p185@gmail.com,Licence,Sans emploi,22971,1,Lobe,Cécile,cé.lobe.m185@gmail.com,Baccalauréat,Employé secteur informel,58469,7,81440,2,0,Partiel
186,186,1,Mbouck,Etienne,et.mbou.p186@gmail.com,Baccalauréat,Employé secteur informel,59310,1,Medjo,Brigitte,br.medj.m186@gmail.com,Licence,Cadre moyen,336082,5,395392,1,0,Total
187,187,1,Tchio,Henri,he.tchi.p187@gmail.com,Baccalauréat,Ouvrier/Artisan,101572,1,Moreau,Madeleine,ma.more.m187@gmail.com,Aucun,Employé secteur informel,64509,5,166081,5,0,Partiel
188,188,0,Bouchard,Paul,pa.bouc.p188@gmail.com,Aucun,Sans emploi,15896,1,Bouchard,Marie,ma.bouc.m188@gmail.com,Baccalauréat,Cadre supérieur,561194,5,577090,2,0,Partiel
189,189,1,Mbouck,Clément,cl.mbou.p189@gmail.com,Licence,Chef d'entreprise,892632,1,Garcia,Brigitte,br.garc.m189@gmail.com,Licence,Cadre supérieur,374241,5,1266873,5,0,Partiel
190,190,1,Feudjio,Roger,ro.feud.p190@gmail.com,Primaire,Ouvrier/Artisan,45597,1,Feudjio,Victoire,vi.feud.m190@gmail.com,Baccalauréat,Employé secteur informel,72848,2,118445,2,0,Partiel
191,191,1,Bouchard,André,an.bouc.p191@gmail.com,Baccalauréat,Agriculteur/Éleveur,82575,1,Tchamba,Thérèse,th.tcha.m191@gmail.com,Doctorat,Cadre moyen,350128,8,432703,3,1,Total
192,192,1,Nyobe,Charles,ch.nyob.p192@gmail.com,Baccalauréat,Cadre moyen,341962,0,Kamga,Christine,ch.kamg.m192@gmail.com,Baccalauréat,Cadre moyen,368496,6,710458,4,0,Aucun
193,193,1,Atangana,Charles,ch.atan.p193@gmail.com,Aucun,Agriculteur/Éleveur,29268,0,Simon,Christine,ch.simo.m193@gmail.com,Baccalauréat,Employé secteur informel,37203,4,66471,1,0,Total
194,194,1,Penda,Félix,fé.pend.p194@gmail.com,BTS/DUT,Fonctionnaire,204560,1,Penda,Brigitte,br.pend.m194@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,41863,4,246423,1,0,Total
195,195,0,Petit,Victor,vi.peti.p195@gmail.com,Primaire,Sans emploi,19068,1,Bouchard,Jeanne,je.bouc.m195@gmail.com,Licence,Agriculteur/Éleveur,72085,6,91153,1,0,Total
196,196,0,Garcia,Félix,fé.garc.p196@gmail.com,Baccalauréat,Ouvrier/Artisan,52434,1,Dupont,Rose,ro.dupo.m196@gmail.com,Primaire,Fonctionnaire,199781,4,252215,3,0,Partiel
197,197,1,Abomo,Gérard,gé.abom.p197@gmail.com,Baccalauréat,Fonctionnaire,142583,0,Abomo,Brigitte,br.abom.m197@gmail.com,BTS/DUT,Fonctionnaire,145435,5,288018,1,1,Total
198,198,0,Atangana,Laurent,la.atan.p198@gmail.com,Primaire,Employé secteur informel,51360,1,Atangana,Rose,ro.atan.m198@gmail.com,Aucun,Employé secteur informel,43183,5,94543,5,0,Total
199,199,0,Moreau,Clément,cl.more.p199@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,29139,1,Moreau,Rose,ro.more.m199@gmail.com,BTS/DUT,Ouvrier/Artisan,79733,3,108872,5,0,Total
200,200,0,Mbouck,Joseph,jo.mbou.p200@gmail.com,Licence,Fonctionnaire,181092,1,Mbouck,Adèle,ad.mbou.m200@gmail.com,Licence,Cadre moyen,337998,4,519090,2,0,Total
201,201,1,Nkeng,Henri,he.nken.p201@gmail.com,BTS/DUT,Agriculteur/Éleveur,26091,0,Mbouck,Marie,ma.mbou.m201@gmail.com,Aucun,Employé secteur informel,67037,6,93128,2,0,Partiel
202,202,1,Dupont,Emmanuel,em.dupo.p202@gmail.com,Baccalauréat,Chef d'entreprise,1223362,1,Dupont,Yvette,yv.dupo.m202@gmail.com,Doctorat,Cadre moyen,199771,3,1423133,3,0,Total
203,203,1,Michel,Patrice,pa.mich.p203@gmail.com,Baccalauréat,Fonctionnaire,186255,1,Michel,Suzanne,su.mich.m203@gmail.com,Primaire,Fonctionnaire,184818,5,371073,3,0,Total
204,204,1,Bello,Armand,ar.bell.p204@gmail.com,Primaire,Employé secteur informel,55030,1,Michel,Colette,co.mich.m204@gmail.com,Licence,Employé secteur informel,97381,3,152411,5,0,Partiel
205,205,1,Yanga,Etienne,et.yang.p205@gmail.com,Baccalauréat,Fonctionnaire,96402,1,Yanga,Thérèse,th.yang.m205@gmail.com,Aucun,Chef d'entreprise,882685,6,979087,3,0,Partiel
206,206,1,Camara,Félix,fé.cama.p206@gmail.com,BTS/DUT,Fonctionnaire,165358,1,Rodrigues,Blandine,bl.rodr.m206@gmail.com,Licence,Agriculteur/Éleveur,62730,6,228088,4,1,Total
207,207,1,Abomo,Alphonse,,BTS/DUT,Employé secteur informel,52908,1,Bouchard,Marie,ma.bouc.m207@gmail.com,Licence,Fonctionnaire,155782,5,208690,3,1,Aucun
208,208,1,Medjo,Théodore,th.medj.p208@gmail.com,Primaire,Fonctionnaire,100890,1,Medjo,Rose,ro.medj.m208@gmail.com,BEPC/FSLC,Ouvrier/Artisan,103002,4,203892,4,0,Partiel
209,209,1,Lefebvre,André,an.lefe.p209@gmail.com,Master/Grande école,Employé secteur informel,70824,1,Lefebvre,Madeleine,ma.lefe.m209@gmail.com,Primaire,Fonctionnaire,194280,6,265104,5,0,Total
210,210,1,Bernard,Jean,je.bern.p210@gmail.com,Baccalauréat,Sans emploi,3609,1,Ndzana,Odette,od.ndza.m210@gmail.com,BTS/DUT,Ouvrier/Artisan,94339,4,97948,4,0,Partiel
211,211,1,Jourdain,Félix,fé.jour.p211@gmail.com,Master/Grande école,Fonctionnaire,219830,0,Jourdain,Marguerite,ma.jour.m211@gmail.com,Baccalauréat,Chef d'entreprise,1205757,8,1425587,4,0,Total
212,212,1,Kamga,Georges,ge.kamg.p212@gmail.com,Baccalauréat,Cadre supérieur,457625,1,Kamga,Marguerite,ma.kamg.m212@gmail.com,BTS/DUT,Agriculteur/Éleveur,52742,6,510367,3,0,Aucun
213,213,1,Robert,Félix,fé.robe.p213@gmail.com,Master/Grande école,Cadre supérieur,884635,0,Martin,Pauline,pa.mart.m213@gmail.com,Primaire,Fonctionnaire,162228,2,1046863,4,0,Aucun
214,214,1,Tchamba,Alphonse,,Baccalauréat,Agriculteur/Éleveur,63653,1,Okafor,Brigitte,br.okaf.m214@gmail.com,Baccalauréat,Fonctionnaire,185572,8,249225,5,0,Total
215,215,1,Simon,Armand,ar.simo.p215@gmail.com,BTS/DUT,Ouvrier/Artisan,104113,1,Simon,Rose,ro.simo.m215@gmail.com,BTS/DUT,Employé secteur informel,90172,5,194285,5,0,Partiel
216,216,1,Donfack,Jean,je.donf.p216@gmail.com,Primaire,Fonctionnaire,110489,1,Lobe,Rosalie,ro.lobe.m216@gmail.com,Licence,Fonctionnaire,196403,2,306892,1,1,Total
217,217,1,Toure,Roger,ro.tour.p217@gmail.com,Baccalauréat,Fonctionnaire,116204,1,Robert,Hélène,hé.robe.m217@gmail.com,Licence,Fonctionnaire,130281,4,246485,4,0,Partiel
218,218,1,Feudjio,Gérard,gé.feud.p218@gmail.com,Baccalauréat,Employé secteur informel,81317,1,Feudjio,Julienne,ju.feud.m218@gmail.com,Baccalauréat,Cadre moyen,274388,5,355705,3,0,Aucun
219,219,1,Biyong,Emmanuel,,Baccalauréat,Sans emploi,13791,0,Bello,Hélène,hé.bell.m219@gmail.com,BTS/DUT,Cadre supérieur,379176,4,392967,3,0,Total
220,220,0,Atangana,Victor,vi.atan.p220@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,40035,1,Atangana,Colette,co.atan.m220@gmail.com,BEPC/FSLC,Cadre supérieur,608249,4,648284,4,0,Partiel
221,221,1,Okafor,Théodore,th.okaf.p221@gmail.com,Licence,Cadre moyen,353554,1,Okafor,Jeanne,,Baccalauréat,Fonctionnaire,123101,6,476655,3,1,Partiel
222,222,1,Mvondo,Armand,ar.mvon.p222@gmail.com,BTS/DUT,Cadre supérieur,809904,1,Simon,Rose,ro.simo.m222@gmail.com,Doctorat,Cadre moyen,181951,3,991855,4,0,Partiel
223,223,0,Mvondo,André,,Aucun,Cadre supérieur,841367,1,Bernard,Rose,ro.bern.m223@gmail.com,Master/Grande école,Cadre moyen,282974,1,1124341,5,0,Total
224,224,1,Manga,Etienne,et.mang.p224@gmail.com,BTS/DUT,Fonctionnaire,143554,1,Manga,Victoire,vi.mang.m224@gmail.com,Baccalauréat,Fonctionnaire,143407,5,286961,2,0,Aucun
225,225,1,Dupont,Jean,je.dupo.p225@gmail.com,BTS/DUT,Cadre moyen,395522,1,Moreau,Marguerite,ma.more.m225@gmail.com,Master/Grande école,Fonctionnaire,204080,5,599602,1,1,Aucun
226,226,1,Tchamba,Clément,cl.tcha.p226@gmail.com,BEPC/FSLC,Fonctionnaire,138280,1,Moreau,Blandine,bl.more.m226@gmail.com,BTS/DUT,Ouvrier/Artisan,93038,7,231318,4,1,Total
227,227,1,Vidal,Joseph,,Baccalauréat,Ouvrier/Artisan,84856,1,Vidal,Rosalie,ro.vida.m227@gmail.com,Baccalauréat,Fonctionnaire,91719,1,176575,4,0,Partiel
228,228,1,Atangana,Patrice,pa.atan.p228@gmail.com,Baccalauréat,Cadre moyen,322631,1,Penda,Cécile,cé.pend.m228@gmail.com,Master/Grande école,Fonctionnaire,182796,5,505427,3,0,Total
229,229,1,Umba,Théodore,th.umba.p229@gmail.com,Licence,Employé secteur informel,71549,1,Dupont,Odette,od.dupo.m229@gmail.com,Master/Grande école,Cadre supérieur,432156,5,503705,2,0,Total
230,230,1,Bernard,Charles,ch.bern.p230@gmail.com,BTS/DUT,Agriculteur/Éleveur,31220,1,Bernard,Marguerite,ma.bern.m230@gmail.com,Baccalauréat,Cadre moyen,250031,8,281251,3,1,Partiel
231,231,1,Bouchard,Roger,ro.bouc.p231@gmail.com,BEPC/FSLC,Cadre moyen,331072,1,Jourdain,Adèle,ad.jour.m231@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,42743,1,373815,5,0,Partiel
232,232,1,Essama,Marcel,ma.essa.p232@gmail.com,Licence,Cadre moyen,221205,1,Ebene,Blandine,bl.eben.m232@gmail.com,Master/Grande école,Cadre moyen,320597,3,541802,2,0,Total
233,233,1,Vidal,Henri,he.vida.p233@gmail.com,Master/Grande école,Fonctionnaire,155036,1,Yanga,Victoire,vi.yang.m233@gmail.com,Licence,Cadre moyen,222932,1,377968,2,0,Partiel
234,234,0,Robert,Roger,ro.robe.p234@gmail.com,Baccalauréat,Fonctionnaire,90259,1,Richard,Madeleine,ma.rich.m234@gmail.com,Licence,Employé secteur informel,97162,5,187421,4,0,Partiel
235,235,1,Samba,Albert,al.samb.p235@gmail.com,Baccalauréat,Ouvrier/Artisan,48395,1,Mbouck,Hélène,hé.mbou.m235@gmail.com,Baccalauréat,Cadre moyen,234611,2,283006,5,1,Total
236,236,1,Garcia,Théodore,,BTS/DUT,Cadre moyen,365734,1,Garcia,Victoire,,Master/Grande école,Ouvrier/Artisan,45890,2,411624,1,0,Partiel
237,237,1,Rodrigues,Joseph,jo.rodr.p237@gmail.com,Doctorat,Chef d'entreprise,1350675,1,Rodrigues,Jeanne,je.rodr.m237@gmail.com,Primaire,Cadre moyen,175050,6,1525725,2,0,Total
238,238,1,Leroy,Henri,he.lero.p238@gmail.com,Primaire,Employé secteur informel,44746,1,Leroy,Thérèse,th.lero.m238@gmail.com,BEPC/FSLC,Agriculteur/Éleveur,37741,3,82487,3,0,Total
239,239,0,Vidal,Emmanuel,em.vida.p239@gmail.com,BTS/DUT,Fonctionnaire,204633,1,Medjo,Yvette,yv.medj.m239@gmail.com,Licence,Fonctionnaire,184672,7,389305,2,1,Total
240,240,1,Okafor,Laurent,la.okaf.p240@gmail.com,Licence,Ouvrier/Artisan,96541,1,Okafor,Julienne,ju.okaf.m240@gmail.com,Licence,Employé secteur informel,55580,4,152121,3,0,Partiel
241,241,1,Tchamba,André,an.tcha.p241@gmail.com,BEPC/FSLC,Fonctionnaire,219293,1,Michel,Adèle,ad.mich.m241@gmail.com,Aucun,Employé secteur informel,51504,9,270797,5,0,Total
242,242,0,Robert,André,an.robe.p242@gmail.com,Primaire,Fonctionnaire,189639,1,Robert,Jeanne,je.robe.m242@gmail.com,Master/Grande école,Cadre moyen,172691,5,362330,5,0,Total
243,243,1,Petit,Gérard,gé.peti.p243@gmail.com,Primaire,Sans emploi,2359,1,Mbouck,Marguerite,ma.mbou.m243@gmail.com,Baccalauréat,Sans emploi,32042,8,34401,4,1,Total
244,244,1,Haidara,Emmanuel,em.haid.p244@gmail.com,BEPC/FSLC,Employé secteur informel,69484,1,Haidara,Thérèse,th.haid.m244@gmail.com,Aucun,Sans emploi,18820,7,88304,2,0,Aucun
245,245,1,Toure,Henri,he.tour.p245@gmail.com,Master/Grande école,Cadre supérieur,608318,1,Toure,Victoire,vi.tour.m245@gmail.com,BTS/DUT,Cadre moyen,196021,5,804339,1,0,Partiel
246,246,1,Samba,Emmanuel,em.samb.p246@gmail.com,Aucun,Cadre moyen,360541,1,Samba,Suzanne,su.samb.m246@gmail.com,Licence,Employé secteur informel,60911,5,421452,2,0,Total
247,247,0,Zobel,Patrice,pa.zobe.p247@gmail.com,Baccalauréat,Employé secteur informel,90043,1,Zobel,Odette,od.zobe.m247@gmail.com,Primaire,Agriculteur/Éleveur,42703,6,132746,1,0,Partiel
248,248,1,Mvondo,Gérard,gé.mvon.p248@gmail.com,Baccalauréat,Employé secteur informel,56222,1,Bernard,Christine,ch.bern.m248@gmail.com,Baccalauréat,Employé secteur informel,70869,6,127091,4,0,Aucun
249,249,1,Atangana,Clément,cl.atan.p249@gmail.com,BEPC/FSLC,Employé secteur informel,84281,1,Ebene,Yvette,yv.eben.m249@gmail.com,Licence,Fonctionnaire,100491,5,184772,4,0,Partiel
250,250,1,Biyong,Emmanuel,em.biyo.p250@gmail.com,BTS/DUT,Fonctionnaire,96700,1,Biyong,Adèle,ad.biyo.m250@gmail.com,BTS/DUT,Employé secteur informel,97966,5,194666,1,0,Total
251,251,1,Ebene,Henri,he.eben.p251@gmail.com,Baccalauréat,Fonctionnaire,163985,1,Tchamba,Rosalie,ro.tcha.m251@gmail.com,Baccalauréat,Fonctionnaire,187224,5,351209,1,0,Total
252,252,1,Garcia,Hervé,he.garc.p252@gmail.com,Licence,Cadre moyen,276368,1,Garcia,Brigitte,br.garc.m252@gmail.com,BTS/DUT,Fonctionnaire,170474,3,446842,3,0,Total
